mission_name,cat,region,role,dip_name,suffix,id,url
Chinese Consulate-General in Irkutsk (Russia),consulate,Europe and Central Asia,Consul General,Cao Yunlong,NA,t535459,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2502_665368//t535459.shtml
Chinese Consulate-General in Gwangju (R. O. K.),consulate,Asia,Consul General,Zhang Chenggang,NA,t569496,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t569496.shtml
Chinese Consulate-General in Sarabaya (Indonesia),consulate,Asia,Consul General,Gu Jingqi,NA,t573463,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t573463.shtml
Chinese Embassy in Montenegro,embassy,Europe,Ambassador,Liu Jin,NA,t623561,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2495_665354//t623561.shtml
Chinese Consulate-General in Lyon (France),consulate,Europe,Consul General,Lu Qingjiang,NA,t645701,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t645701.shtml
Office of the People's Republic of China to the State of Palestine,embassy,Western Asia and North Africa,Director,Guo Wei,Ambassador Grade,t645704,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2492_665348//t645704.shtml
Chinese Consulate-General in Saint-Denis (France),consulate,Europe,Consul General,Wang Xiangyang,NA,t707076,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t707076.shtml
Chinese Consulate-General in Papeete (France),consulate,Europe,Consul,Dong Qiang,NA,t707077,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2503_665370//t707077.shtml
Chinese Consulate-General in Niigata (Japan),consulate,Asia,CONSUL GENERAL,Sun Dagang,NA,t717542,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t717542.shtml
Office of Commercial Development of China in Haiti,international_organizations,global,Permanent Representative,Long Ling,NA,t825774,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2506_665376//t825774.shtml
Chinese Embassy in Liberia,embassy,Africa,Ambassador,Ren Yisheng,NA,t82799,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2493_665350//t82799.shtml
Chinese Embassy in Panama,embassy,North America and Oceania,Ambassador,Wei Qiang,NA,t82806,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2496_665356//t82806.shtml
Chinese Consulate-General in Iquique (Chile),consulate,Latin America,Consul General,Fu Xinrong,NA,t847341,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2505_665374//t847341.shtml
Chinese Embassy in Maldives,embassy,Asia,Ambassador,Wang Lixin,NA,t869236,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2490_665344/2491_665346//t869236.shtml
Chinese Consulate-General in Montreal (Canada),consulate,North America and Oceania,Consul General,Chen Xueming,NA,t898343,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t898343.shtml
Chinese Consulate-General in Christchurch (New Zealand),consulate,North America and Oceania,Consul General,Wang Zhijian,NA,t905874,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2504_665372//t905874.shtml
Chinese Consulate-General in Medan (Indonesia),consulate,Asia,Consul General,Qiu Weiwei,NA,t922328,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t922328.shtml
Chinese Consulate-General in Jeju (R. O. K.),consulate,Asia,Consul General,Wang Luxin,NA,t960988,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zwjg_665342/2498_665360/2499_665362//t960988.shtml
